date,compound_score_weighted,total_volume_of_tweets,count_negatives,count_positives,count_neutrals,sent_negatives,sent_positives,count_news,count_bots,open,high,low,close,volume_btc,volume_currency,bitcoin_change
2018-05-07,0.047937844191144066,37281,7818,10107,12833,-0.41414193862977117,0.46420355709769456,24085,6523,9643.99,9662.23,9202.13,9381.18,349150440.15,4.8343e+17,-2.70029756687995
2018-05-08,0.08865505148903162,40079,5957,12005,15068,-0.4103329516695155,0.45419257488101733,26218,7049,9377.08,9472.09,9063.07,9209.26,870000243135434.8,2.8565e+17,-1.8326052799327974
2018-05-09,0.11499125443074727,33924,4201,10205,13105,-0.398926084444953,0.4727975792150666,22004,6413,9196.13,9373.46,8987.27,9321.16,299560723.99,4.3252e+17,1.2150813420405138
2018-05-10,0.12028213191654746,35534,4257,10928,13279,-0.39488345684723986,0.471654645246496,22832,7070,9321.52,9393.95,9017.13,9041.64,630992713.13,4.1019e+17,-2.998768393633411
2018-05-11,0.09869021726004668,37161,5483,11128,13818,-0.39563237972136284,0.46615439818971094,23955,6732,9032.22,9032.27,8363.5,8429.49,474240.70000000007,5.8556e+17,-6.770342548475716
2018-05-12,0.10613755742876414,31893,3689,8486,11962,-0.4071386225551974,0.4795241361898244,19027,7756,8420.82,8651.67,8225.97,8479.89,1008470574.19,7.2632e+17,0.5979009406263058
2018-05-13,0.11047324518092608,30038,3801,8823,10630,-0.43832740317547936,0.4820219217364303,18379,6784,8488.07,8773.96,8354.08,8709.46,3134796060.709999,3.8788e+17,2.707228513577409
2018-05-14,0.11311404427061496,36922,4642,11115,13756,-0.4266578733422394,0.48280172602404364,23465,7409,8709.46,8883.0,8312.72,8686.76,1688359580.57,4.249e+17,-0.2606361358798215
2018-05-15,0.12502902759842252,37569,4008,10583,14951,-0.3892462754920789,0.4981966446493784,23690,8027,8672.88,8848.69,8441.25,8480.16,671225575.0799999,3.7578e+17,-2.3783320823874576
2018-05-16,0.12362462557906052,36901,4233,11363,13354,-0.40788168455026136,0.4712801409271457,22791,7951,8480.16,8501.65,8119.17,8346.17,5116341557.46,4.0282e+17,-1.5800409426237172
2018-05-17,0.11751003019996677,38155,4772,11800,14179,-0.3998864780636365,0.4683167644107138,24366,7404,8342.69,8476.45,8015.77,8079.35,699062059.4499998,3.9e+17,-3.196915471407835
2018-05-18,0.10138677586283443,36581,5396,10630,13395,-0.3817225323578095,0.4727724089038407,22948,7160,8071.04,8280.45,7940.35,8244.29,691149615.59,3.905e+17,2.041500863312029
2018-05-19,0.12075315529473643,27846,3361,7989,9544,-0.3784651127881536,0.47480804906606616,16626,6952,8247.91,8397.27,8160.8,8241.48,931011112392322.0,3.6777e+17,-0.034084196455985705
2018-05-20,0.11681357187074748,27705,3277,7870,9232,-0.40269884024088515,0.4707451589049541,16687,7326,8249.24,8591.45,8181.46,8526.73,964670083.32,3.3009e+17,3.4611501817634727
2018-05-21,0.10080940073576168,31759,4467,9118,11114,-0.4211789597459248,0.4811778816831753,20291,7060,8533.22,8585.85,8347.88,8415.73,448330590.59,1.7051e+17,-1.3017886106397203
2018-05-22,0.12647521438501175,35114,5025,10576,11898,-0.3858009898901897,0.5135076807301212,21738,7615,8419.67,8428.6,7962.43,7996.56,1314214345.97,3.0972e+17,-4.980791921794059
2018-05-23,0.11246024037951811,37689,5689,11683,12696,-0.39969078243174705,0.485811707709618,23584,7621,7992.75,8031.63,7460.66,7519.51,164512255.38000003,3.3059e+17,-5.965690246806132
2018-05-24,0.03772867983296839,37351,7943,10251,11433,-0.4579577426354131,0.47514856387417775,23949,7724,7505.77,7729.48,7283.77,7575.57,226457842.23000005,2.56734e+17,0.7455273016459874
2018-05-25,0.08010027130513749,32828,5458,9370,11077,-0.4390389642321038,0.4769491067102183,21443,6923,7584.78,7652.37,7347.96,7432.83,854559734.79,3.4108e+17,-1.8842146531548143
2018-05-26,0.11075206017352618,28128,3464,8034,9277,-0.446060431260997,0.47915020707336414,17166,7353,7475.36,7626.69,7314.71,7352.94,5520001913877575.0,3.4744e+17,-1.074826142936136
2018-05-27,0.11933251319581709,28275,3456,8324,9807,-0.4291985378108228,0.48888805771040494,17588,6688,7355.06,7420.07,7256.67,7374.09,3303361138.51,4.3979e+17,0.2876400460224193
2018-05-28,0.10534567701206268,33288,5448,9946,11458,-0.4190086090505673,0.5074554460673024,21979,6436,7362.23,7455.55,7092.91,7122.96,643550769.2299999,4.4665e+17,-3.4055727554179627
2018-05-29,0.09839303184606626,31957,4899,9456,10966,-0.41072778782547453,0.47578633619429006,20090,6636,7118.88,7533.03,7069.01,7468.75,166618246.55,5.318e+17,4.854582926199225
2018-05-30,0.12402824488354987,30888,3880,9700,10833,-0.4277886353956469,0.485639408304843,19775,6475,7474.75,7571.08,7295.78,7394.56,748155826.6300001,3.3471e+17,-0.9933389121338898
2018-05-31,0.14982883337813138,24198,2639,8523,8601,-0.4083944460631602,0.47519249817206355,16318,4435,7581.29,7608.87,7440.77,7501.15,1771376837.66,1.7376e+17,1.44146507702958
2018-06-01,0.12690149837968184,32645,3989,10260,11990,-0.41033159437610367,0.48216348248496343,20843,6406,7501.74,7614.66,7370.27,7534.94,827140727.78,5.8109e+17,0.45046426214647717
2018-06-02,0.13710243218402723,26783,2639,8035,10172,-0.41337088312817577,0.49149545231266467,16416,5937,7530.55,7697.34,7467.79,7645.51,1278313340.24,5.0696e+17,1.4674303975877878
2018-06-03,0.1339663918966304,27138,2850,8243,9697,-0.4197252520654194,0.48213253212074947,16617,6348,7643.26,7774.96,7606.76,7719.75,1478481402.2999997,4.2823e+17,0.9710274396345087
2018-06-04,0.1158066695429875,30913,4004,8921,10982,-0.39670021407453976,0.48728761411607974,18963,7006,7719.73,7760.73,7469.21,7509.5,327133251.65,3.9365e+17,-2.7235337931927894
2018-06-05,0.09802288085803282,33975,4788,9470,13254,-0.38660503103946825,0.478117217618522,22284,6463,7503.32,7672.7,7394.97,7625.04,1224326496.22,3.5981e+17,1.5385844596844
2018-06-06,0.11902506101008761,33403,4145,10440,13158,-0.4227486187817419,0.48503778300565187,22507,5660,7629.4,7701.35,7504.98,7662.87,631369165.71,3.6792e+17,0.49612854489944347
2018-06-07,0.1321301279540536,30977,3405,9780,12219,-0.39488867527567373,0.4800906179128089,20416,5573,7661.79,7755.92,7651.13,7696.88,738139811.1199999,3.8419e+17,0.4438284872378073
2018-06-08,0.11423026559686238,30087,3678,8939,11756,-0.40574969400950706,0.479586751840529,19855,5714,7700.4,7709.61,7559.5,7630.7,2471349918.04,2.4121e+17,-0.8598289176913299
2018-06-09,0.12569450582878397,26160,2806,7585,9658,-0.4185619990093865,0.4844900281420916,16218,6111,7627.56,7691.74,7503.66,7505.63,623896372.8299999,4.8399e+17,-1.6390370477151417
2018-06-10,0.10110751553049109,28409,3967,8330,10195,-0.4347997604585157,0.4812807297812043,17042,5917,7513.76,7514.04,6661.98,6759.35,483844343.0,5.1304e+17,-9.94293616924895
2018-06-11,0.0476921608781586,36000,7239,9878,13073,-0.43910968806433903,0.468712888066418,24357,5810,6773.72,6913.85,6652.89,6884.57,397152579.53000003,1.3086e+17,1.8525449932315974
2018-06-12,0.08518963107562809,31483,5144,9042,10552,-0.4308761295460429,0.4786284422577283,19521,6745,6887.43,6888.33,6462.61,6556.45,789055307.42,4.7146e+17,-4.766020245273128
2018-06-13,0.0670623795549457,36950,7432,11191,12808,-0.40885030369012537,0.46227192200039163,24626,5519,6556.94,6623.0,6242.03,6310.51,2269159885.89,3.3066e+17,-3.7511153139275
2018-06-14,0.07216325588223244,35660,6471,9941,13582,-0.3921089315077344,0.4707652355959113,24200,5666,6310.43,6719.44,6286.23,6643.86,1271609456.21,9.8903e+16,5.282457360815518
2018-06-15,0.06289330898509281,31320,5772,8851,11691,-0.42900575849100503,0.4714279318201076,22226,5006,6643.63,6667.23,6380.69,6399.34,3026531780.5299997,2.861e+17,-3.6803906162983457
2018-06-16,0.08242745879813208,17466,2531,4886,6847,-0.438821923544558,0.46903863174779326,11824,3202,6470.11,6569.15,6345.99,6510.9,837192227.4300001,2.059e+17,1.7433047783052658
2018-06-17,0.10848775347098462,24486,3143,7196,9323,-0.4221458812426548,0.47863527551210877,16618,4824,6503.1,6585.77,6446.38,6466.29,1653777900.03,2.69942e+17,-0.685158733815594
2018-06-18,0.09551403625645102,31675,4663,9150,12733,-0.40040919886425413,0.4801093398849274,21826,5129,6457.78,6802.03,6401.41,6715.16,662729895.5600001,4.113e+17,3.848729333203438
2018-06-19,0.10891669211681247,31499,4198,9507,12169,-0.4024887760556668,0.47356956443002457,21550,5625,6714.56,6839.6,6672.2,6747.32,856930832.8600001,5.299e+17,0.4789163623800441
2018-06-20,0.09811029711591414,31466,4402,9519,12091,-0.4115986467022171,0.4568590373451143,21858,5454,6741.28,6817.9,6569.96,6760.47,988001111499343.5,3.813e+17,0.19489219423416415
2018-06-21,0.11088393799039359,30510,4048,9596,11524,-0.3997283468000841,0.46096892820446,21218,5342,6761.27,6790.08,6687.66,6728.66,929458513.1800001,2.6709e+17,-0.47052941585422614
2018-06-22,0.07729977418014407,33296,6231,9452,11821,-0.3884822038328563,0.4806229920859089,21196,5792,6720.64,6731.51,5941.32,6054.4,4.370000040487016e+16,2.0164e+17,-10.020717349368224
2018-06-23,0.09541796551197054,25823,3932,7421,9181,-0.4135526130285343,0.4839450657318172,15510,5289,6051.47,6257.88,6033.2,6165.35,5291861836.75,1.6601e+17,1.8325515327695774
2018-06-24,0.0782459385370015,27336,4789,7654,9902,-0.4148375512858087,0.4854879671266161,16971,4991,6166.36,6254.02,5782.13,6157.67,5.260000000063871e+16,1.3629e+17,-0.1245671373076962
2018-06-25,0.0735202899828622,31534,5261,8780,12835,-0.41891956477279274,0.47565801498742927,21777,4658,6157.78,6335.44,6095.25,6259.42,1058847839.17,2.484e+17,1.6524107332806182
2018-06-26,0.11033899755188784,29064,4135,8977,11051,-0.4077973461114794,0.48188316520922087,19321,4901,6260.4,6286.36,6067.49,6095.45,992352573.3599999,5.9538e+17,-2.6195717814110564
2018-06-27,0.10958692808897909,28883,4270,9086,10462,-0.41565406114467235,0.4773707178591388,18739,5065,6092.26,6192.11,6044.44,6148.82,2171307087.4500003,6.4142e+17,0.8755711227226959
2018-06-28,0.12061304290420082,28483,3655,9155,10777,-0.40445086729484075,0.4722824720215244,18625,4896,6141.57,6172.23,5844.26,5869.37,792555999.6999999,4.6996e+17,-4.544774444527566
2018-06-29,0.07728125733518579,30476,5801,8965,10711,-0.39822804558179525,0.48016335908446517,19374,4999,5870.81,6286.67,5813.02,6209.66,811648400.92,5.1049e+17,5.797726161410854
2018-06-30,0.12042781386094706,21275,2686,6609,8105,-0.40014963469326265,0.4801288339935086,13284,3875,6203.81,6503.33,6194.51,6393.51,9346553439.91,1.91911e+17,2.960709604068512
2018-07-01,0.11241729426659075,21588,2543,6377,8366,-0.4088486051194133,0.4732163114376256,13461,4302,6385.43,6429.5,6262.72,6346.19,2212986749.43,6.6842e+17,-0.7401255335488743
2018-07-02,0.10323635340594235,28825,4131,8996,10826,-0.4381175312724794,0.47497053007332507,18605,4872,6342.69,6673.71,6274.75,6609.09,217890799.39999998,4.0041e+17,4.142643066154661
2018-07-03,0.13275463738092444,26287,3362,8688,9406,-0.41475901180456126,0.48706043771713553,16663,4831,6616.6,6670.3,6473.48,6505.97,2594638446.089999,4.4719e+17,-1.5602753177820228
2018-07-04,0.12633658272047243,24869,3290,8009,8511,-0.42887344481976436,0.49059704179582136,15891,5059,6508.43,6777.97,6411.13,6578.33,1972119355.18,5.49732e+17,1.1122092478139223
2018-07-05,0.10129839550073465,25170,3564,7426,9180,-0.4103613339016266,0.47913513776840855,15767,5000,6589.77,6691.32,6448.23,6549.31,30576247720.92,1.80625e+17,-0.44114539708405287
2018-07-06,0.1112713528009078,26487,3406,8424,9635,-0.41002481043282607,0.44953671835183334,17355,5022,6534.81,6633.44,6458.14,6613.99,2889412105.75,2.14844e+17,0.9875849516971957
2018-07-07,0.11903678358917216,20191,2465,6097,7404,-0.40846347432451663,0.4765441081178352,12456,4225,6602.03,6814.42,6518.23,6784.73,1546195883.68,6.2297e+17,2.5814977041090037
2018-07-08,0.12627997405806413,20945,2161,6368,8034,-0.4125268923775188,0.47141619542242647,12745,4382,6758.08,6782.85,6684.15,6709.86,809999272.1,6.6491e+17,-1.1035074350784768
2018-07-09,0.11613410367179137,27388,3304,8678,10680,-0.4141322175455316,0.45914561707864926,18212,4726,6707.46,6803.1,6625.58,6664.85,861690230.26,3.02338e+17,-0.6708038617795231
2018-07-10,0.10062757009672281,26427,3952,8154,9596,-0.4140102526110889,0.47089724678581896,17243,4725,6668.84,6683.61,6277.23,6297.62,2028494633.2499998,1.5082e+17,-5.509951461773344
2018-07-11,0.12392616426428156,26194,3244,8407,10054,-0.418535644924329,0.48365180212050934,16944,4489,6306.87,6405.59,6293.68,6388.33,997103201.3599999,1.5584e+17,1.4403854154426687
2018-07-12,0.10479892402872465,27650,3763,7902,10353,-0.3963006005781687,0.4805392804042994,17384,5632,6394.36,6394.93,6084.0,6185.97,2327548996.3799996,1.32358e+17,-3.1676510136451896
2018-07-13,0.10698241252673653,28544,4217,8695,10650,-0.4010125737271934,0.47661820311309055,18079,4982,6253.66,6349.21,6131.54,6222.66,4332577039.06,1.09633e+17,0.5931163584692367
2018-07-14,0.10716609034143691,23337,3568,6990,8601,-0.3724708383675465,0.4828316826919645,15063,4178,6229.61,6332.46,6190.18,6273.52,2304737526.6499996,2.46183e+17,0.8173353517627602
2018-07-15,0.12088042190523912,21611,2501,6303,8393,-0.40793266296031394,0.4902393311293338,13298,4414,6268.32,6401.5,6245.75,6363.91,3182520411.3999987,5.02523e+17,1.440817914025927
2018-07-16,0.13714019114786707,30437,3866,10347,11197,-0.3949281094738289,0.4794645801736575,20182,5027,6364.26,6736.12,6349.83,6736.07,379040186.29,4.03657e+17,5.847977108412916
2018-07-17,0.15675195609270795,33750,3710,11955,12840,-0.40610194248934645,0.49619238018914075,21315,5245,6740.54,7391.3,6684.57,7337.52,6.970000036578171e+16,9.8646e+16,8.928796761316327
2018-07-18,0.15608348071696235,34676,4108,12654,13130,-0.4094616519560678,0.5061495117614362,23233,4784,7326.76,7590.65,7253.71,7358.8,932660734.9099998,1.50234e+17,0.29001624527087433
2018-07-19,0.16230661323727508,31306,3881,11088,10986,-0.3965652785783163,0.5200802381245371,20330,5351,7383.39,7563.7,7289.9,7476.94,382242579.09999996,1.37485e+17,1.6054247975213265
2018-07-20,0.16944806036400395,29027,3675,10763,9503,-0.39587906207367735,0.5133533455603102,18508,5086,7477.1,7676.55,7279.34,7332.46,742331930.3,1.5825e+17,-1.9323413054003313
2018-07-21,0.19142261175086,24703,2295,8944,8609,-0.4106610100080288,0.5326702807788056,15800,4855,7333.93,7453.07,7220.37,7406.21,1312863707.6299999,1.66125e+17,1.0058016000087378
2018-07-22,0.19350760854944873,24203,2454,9013,8285,-0.41113523059142115,0.5355295778502375,15589,4451,7405.4,7569.28,7345.25,7401.25,2565078821.61,4.82036e+17,-0.06697082583400071
2018-07-23,0.17282076759526735,31305,3870,11543,10746,-0.402970349483299,0.5305234606426367,20458,5146,7398.64,7798.59,7376.66,7713.23,946633652.23,1.16919e+17,4.215233913190342
2018-07-24,0.1605877353349303,38281,4581,14193,14153,-0.4224720710945238,0.5126718841156034,24746,5354,7718.0,8485.71,7692.16,8421.98,228922237.7,4.8841e+16,9.188757498479895
2018-07-25,0.17139015852340156,32678,3563,12055,11527,-0.3950925629506627,0.5052809154946498,21496,5533,8395.81,8481.11,8061.07,8162.74,1311833899.28,7.7171e+16,-3.078136020270761
2018-07-26,0.1406457020636011,33250,4838,11370,11331,-0.38515623502004065,0.5134483246364975,21610,5711,8170.37,8302.24,7862.67,7943.26,1920508713.0,1.19943e+17,-2.6888030244746175
2018-07-27,0.10631679767280414,32698,5760,10477,10341,-0.45613199112618247,0.5252295277445876,21314,6120,7937.1,8278.01,7806.25,8172.76,930029299.1600001,1.4514e+17,2.8892419485198717
2018-07-28,0.14770112822153234,26257,3382,8171,8780,-0.4324419249587141,0.5458393502623429,16234,5924,8182.88,8230.4,8070.04,8195.44,1520162065.9700003,4.714e+17,0.2775072313392357
2018-07-29,0.18713651939855758,24350,2415,8675,8683,-0.41475265126079935,0.5431635871223817,15598,4577,8230.82,8291.55,8123.53,8216.81,1792178934.07,3.2451e+17,0.26075476118425645
2018-07-30,0.17816376632544265,30804,3769,11285,10414,-0.38525299591971823,0.5333021934885046,20463,5336,8216.7,8273.61,7867.44,8188.44,954592646.9399999,2.6501e+17,-0.34526781074406543
2018-07-31,0.1333536847683363,28874,4727,10412,8797,-0.4290164437669337,0.500238394701325,18688,4938,8176.08,8176.27,7663.7,7750.18,401740736.12000006,1.77228e+17,-5.352179413905445
2018-08-01,0.18693698141585788,29480,4073,11333,8617,-0.41760962651179767,0.5479432095906168,19515,5457,7736.25,7760.74,7449.31,7611.45,315062577.94000006,3.60478e+17,-1.790022941402658
2018-08-02,0.16166766140837638,27480,3573,10103,8789,-0.4158924237992893,0.50927079024998,17545,5015,7610.9,7713.32,7470.86,7555.65,1.7980000189304246e+16,3.4716e+17,-0.7331060441834403
2018-08-03,0.1403350968394475,30891,5041,11267,9865,-0.38618734157984064,0.49658119932677963,20273,4718,7542.34,7542.49,7296.76,7425.29,217028279.25999996,2.7228e+17,-1.725331374534289
2018-08-04,0.18383244873098475,24305,2853,9150,8300,-0.3920778737188754,0.5275858804868222,15738,4002,7417.6,7490.89,6940.15,7008.06,1582731671.62,3.0889e+17,-5.619039795078706
2018-08-05,0.20251752958434494,21348,2404,8545,6565,-0.4072659820880109,0.5310506708637187,13751,3834,7017.89,7092.53,6898.31,7040.63,880000725475982.6,3.97971e+17,0.4647505871810509
2018-08-06,0.16091942024243985,27328,3658,9848,9021,-0.392975172668907,0.5165541890505233,17829,4801,7042.57,7160.4,6854.79,6945.78,1326432417.45,4.58896e+17,-1.3471805790106872
2018-08-07,0.1545122592460766,27790,3642,9983,9313,-0.40821732362359947,0.5019191960862925,17905,4852,6945.77,7150.86,6685.02,6727.62,357482.12000000005,3.9864e+17,-3.140899942123132
2018-08-08,0.11020116729336463,30813,6085,10227,9751,-0.39768675667423486,0.5198932722188928,19780,4750,6723.29,6723.99,6133.03,6264.18,545595152.8699999,8.5356e+17,-6.888617371373529
2018-08-09,0.16060687274348445,29021,4424,10312,9618,-0.4024516799779796,0.5545444224751334,19104,4667,6285.06,6631.23,6195.02,6545.61,548767179.35,3.0492e+17,4.492686991753092
2018-08-10,0.12347277473185275,29196,5162,9759,9097,-0.42071119195910006,0.5190647800331193,18231,5178,6543.25,6582.14,6025.91,6155.5,217655712.94,3.0442e+17,-5.959872341920769
2018-08-11,0.1659632402214669,25124,3691,9132,7354,-0.41114824383471,0.531686555327581,14817,4947,6152.95,6488.55,6014.26,6261.11,3159583048.3500004,4.3598e+17,1.7157014052473274
2018-08-12,0.194155839497706,22136,2892,8323,6575,-0.41106225051512163,0.5481762773673363,13604,4346,6242.53,6483.39,6176.89,6323.8,1930291201.7699997,4.0125e+17,1.0012601599397097
2018-08-13,0.11974074574686162,27300,4769,9020,8606,-0.42894117449340663,0.5261928403733833,17034,4905,6322.41,6545.02,6157.03,6266.18,1155996785.23,2.552e+17,-0.9111610107846557
2018-08-14,0.06587630391109697,30992,6372,9421,10013,-0.40999296132560376,0.45873258580492476,18566,5186,6263.2,6266.5,5891.87,6203.95,108934209.48,5.6369e+17,-0.9931090393190178
2018-08-15,0.10532937269197291,27309,4560,9171,8848,-0.4298445694395006,0.4724967633543402,16414,4730,6199.63,6620.07,6193.63,6286.25,406766.54999999993,4.0142e+17,1.3265741986959956
2018-08-16,0.11724218760518801,24870,3802,8140,8335,-0.42009425764522157,0.486488169387177,15273,4593,6274.22,6478.07,6217.33,6317.01,340751680.91999996,6.014e+17,0.4893219327898324
2018-08-17,0.13993389801585884,26309,3335,8953,8851,-0.42385893213055487,0.48692559425115944,16012,5170,6323.81,6589.2,6300.45,6576.01,520704381.1699999,4.9572e+17,4.100041000409993
2018-08-18,0.12545952883070696,20649,3050,6858,6704,-0.41004090267628374,0.48763650059219055,12238,4037,6591.18,6622.16,6322.44,6409.08,1528170347.09,3.7671e+17,-2.5384693758069177
2018-08-19,0.11584837411601814,19630,3024,6365,6210,-0.4183038321262442,0.4830722594212993,11163,4031,6405.74,6560.88,6330.56,6507.86,2598107929.1900005,5.356e+17,1.5412508503560574
2018-08-20,0.09910099454946492,24284,4318,7626,8017,-0.3940535879004161,0.48423187728481965,15077,4323,6531.11,6537.54,6248.39,6279.49,928505153.85,4.0333e+17,-3.5091412538069355
2018-08-21,0.09465585596074544,27699,4851,8583,9306,-0.3775866128500151,0.4630938751230464,17009,4959,6270.09,6506.69,6259.81,6484.75,433465019.68999994,3.3924e+17,3.2687367923191157
2018-08-22,0.08144234952809747,28001,5193,8870,9201,-0.4182701991679814,0.4620240085642972,17286,4737,6491.09,6890.79,6264.34,6357.45,259151673.42,2.99905e+17,-1.9630671961139656
2018-08-23,0.02700394845955092,28244,6920,8290,8502,-0.4812210719316963,0.4792279991977328,17770,4532,6366.14,6575.28,6356.96,6534.75,1437512918.12,4.13108e+17,2.788854021659626
2018-08-24,0.08429408361481446,26075,4847,7880,8489,-0.42506157874832756,0.48473594843271056,15958,4859,6539.13,6736.83,6481.76,6715.44,359085054.76000005,4.1481e+17,2.765063697922643
2018-08-25,0.09490473474097291,21628,3684,6327,7357,-0.39853565938501506,0.49445458935622316,12804,4260,6708.94,6808.89,6684.19,6755.74,212030483.24,3.86726e+17,0.60010959817971
2018-08-26,0.10572099126675573,20274,3143,6193,6928,-0.42085454094183933,0.49007407619618665,12023,4010,6749.71,6793.17,6588.48,6718.88,2067444397.33,3.86448e+17,-0.545610103408356
2018-08-27,0.1068776876118114,25732,4340,8100,8482,-0.40077748299864463,0.4913628844092944,15419,4810,6720.6,6944.21,6674.84,6897.92,1238727691.2599998,3.6606e+17,2.664729835925028
2018-08-28,0.11941836929857785,27488,3983,9236,9243,-0.4309002171448683,0.47957168268539907,16256,5026,6915.92,7136.71,6877.2,7088.88,11324720.969999997,4.4332e+17,2.7683707552421666
2018-08-29,0.14353974209280945,25255,3104,8720,8912,-0.4312310033315762,0.4951394597039421,15603,4519,7091.38,7137.47,6944.76,7051.98,335571732.86,5.2377e+17,-0.520533568067183
2018-08-30,0.10033824255469175,25993,4129,8055,9044,-0.4339182198830806,0.4846002670391491,16043,4765,7051.61,7072.64,6818.69,7012.94,71991700.24999999,4.3147e+17,-0.5536033851485711
2018-08-31,0.1264869328851158,25435,3287,8003,9473,-0.40118268521627926,0.4890761264530001,15637,4672,6998.76,7096.73,6903.08,7037.46,76937865.17,4.4763e+17,0.349639380915856
2018-09-01,0.1317375497088633,21590,2628,6868,7947,-0.40283266993148265,0.4911798136956312,12802,4147,7026.96,7260.36,7025.58,7208.36,1833197946.04,5.1045e+17,2.428432985764739
2018-09-02,0.1295885109439136,20866,2821,6771,7058,-0.4122699150442513,0.4898161556225786,11792,4216,7203.46,7384.38,7144.71,7302.13,931000475462462.4,5.7842e+17,1.300850678933907
2018-09-03,0.1298351601134699,24351,2984,8025,8735,-0.42061914846154824,0.47920443827494547,14906,4607,7301.25,7350.58,7206.21,7270.1,435745204.59999996,4.5681e+17,-0.43863913679981215
2018-09-04,0.1290543264798012,25942,3692,8741,8751,-0.41592565032658996,0.48806336856684407,16033,4758,7270.05,7417.65,7246.76,7369.62,1492107312.0900004,3.77e+17,1.3688945131428598
2018-09-05,0.09247233786136863,27604,4970,9013,9154,-0.42497398774212347,0.4711707312188667,17053,4467,7369.89,7401.43,6694.06,6704.11,317923487.61999995,5.649e+17,-9.030452045017245
2018-09-06,0.10608818188232004,28513,4983,9872,9507,-0.4250591575487291,0.4758654708210064,17693,4151,6705.06,6727.19,6295.11,6509.18,9947323863.62,6.5701e+17,-2.9076193558876473
2018-09-07,0.11977369394341542,24788,3752,8408,8789,-0.42182240306627183,0.486182639163307,16273,3839,6515.42,6549.39,6345.48,6418.8,608927545.81,5.0472e+17,-1.388500548456184
2018-09-08,0.1377405395259209,19516,2483,6450,6809,-0.4113517938487116,0.49392011775609884,11363,3774,6413.12,6480.57,6134.76,6203.07,904970203.0200001,3.5213e+17,-3.3609085810431982
2018-09-09,0.12827708553641576,18513,2607,6027,6122,-0.41356170868205083,0.49097543412948946,10574,3757,6200.23,6451.25,6161.83,6250.79,458534729.5799999,4.4549e+17,0.769296493510474
2018-09-10,0.1026897203204814,24980,4256,8559,7966,-0.41702544637096,0.46190976179094084,15818,4199,6249.07,6371.42,6247.64,6320.37,394810908.54999995,3.9887e+17,1.1131392991925892
2018-09-11,0.12422041173046583,23659,3715,8779,7091,-0.4245121152167921,0.4592807434820067,14289,4074,6324.43,6415.51,6199.19,6291.0,7.94000004781863e+16,3.2538e+17,-0.46468798503884745
2018-09-12,0.12167985648306398,24913,4052,8814,7804,-0.40866165170927765,0.46871006458897785,14768,4243,6295.54,6357.89,6208.28,6342.1,316141927.57000005,1.8495e+17,0.8122714989667879
2018-09-13,0.12786595092163378,26118,3787,9330,8958,-0.4117892990712564,0.47185533984700706,16280,4043,6337.08,6534.89,6337.08,6488.53,264378701.39000002,5.48e+17,2.30885668784786
2018-09-14,0.1369812897823906,22832,3122,8056,7789,-0.41063235508212576,0.483356733372087,13821,3865,6492.17,6591.59,6408.59,6502.27,345123380.78999984,2.8e+17,0.2117582873162549
2018-09-15,0.1431043641593006,19055,2496,6508,6267,-0.4209209883633594,0.4986695653727115,10899,3784,6485.39,6573.19,6473.47,6529.08,582168164.4,3.4049e+17,0.4123175444882943
2018-09-16,0.12127370136061588,18857,2725,6406,6300,-0.4117407454886026,0.4777102142234224,11442,3426,6522.68,6525.05,6404.31,6501.93,984571616.3499999,2.2403e+17,-0.4158319395688115
2018-09-17,0.13989351530417687,22867,3182,8120,7555,-0.426478271503882,0.48953215802692857,13698,4010,6502.44,6538.82,6216.83,6263.4,332684075.44,2.3636e+17,-3.668603014797156
2018-09-18,0.10560157816318373,22965,3987,7462,7734,-0.4036731427114737,0.4898046246593996,14006,3782,6261.33,6393.39,6238.25,6354.92,1443073026.4199996,3.5648e+17,1.461187214611881
2018-09-19,0.10471398998314223,25732,4278,8334,9071,-0.3977750700247016,0.47634543172204036,16064,4049,6346.44,6522.9,6137.04,6397.1,1029127186.7400002,4.933e+17,0.6637377024415692
2018-09-20,0.10230643815651799,25852,4435,8265,8706,-0.42110780227156197,0.49134835943316757,16461,4446,6398.83,6551.93,6361.33,6509.85,654070012.0699999,3.9744e+17,1.7625173906926639
2018-09-21,0.11435973227026294,26888,3855,8755,10183,-0.4258336825112772,0.4877103220829359,17088,4095,6505.97,6785.22,6501.01,6761.76,130612746.91,4.2884e+17,3.8696744164611996
2018-09-22,0.13133007790040288,20280,2913,6753,7120,-0.4201719675831963,0.5071424892083011,12540,3494,6762.07,6834.49,6633.01,6719.43,455563717.71999997,3.1754e+17,-0.6260204443813477
2018-09-23,0.1596191525507496,20052,2751,7334,6524,-0.39606761303124416,0.5093741896282618,12493,3443,6716.6,6768.44,6663.9,6701.2,822364156.63,3.7368e+17,-0.2713027741936491
2018-09-24,0.1487135535985787,23907,3363,8631,8229,-0.3806611295904234,0.4958427149656599,15540,3684,6702.73,6717.6,6557.82,6583.53,3425302819.66,2.6925e+17,-1.7559541574643345
2018-09-25,0.13763269953879562,25827,3800,9371,8542,-0.4174040727676633,0.4927157607310022,16558,4114,6583.53,6583.54,6333.21,6426.22,1521937185.1799998,5.829e+17,-2.3894476063752945
